data,titulo,classificacao,justificativa,link
28/10/2024,BPC: mais de 300 mil beneficiários precisam regularizar Cadastro Único,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/bpc-mais-de-300-mil-beneficiarios-precisam-regularizar-cadastro-unico
28/10/2024,Dia do Servidor: ministério cita valorização e diálogo mais forte,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/dia-do-servidor-valorizacao-e-dialogo-mais-forte-diz-ministerio
28/10/2024,Imóveis ocupados no centro de SP são alvos de ações da Polícia Militar,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/imoveis-ocupados-no-centro-de-sp-sao-alvos-de-acoes-da-policia-militar
28/10/2024,"Irã ""usará todas as ferramentas disponíveis"" em resposta a Israel",NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/ira-usara-todas-ferramentas-disponiveis-em-resposta-israel
28/10/2024,Especial da Rádio MEC celebra os 120 anos do compositor Capiba,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/cultura/noticia/2024-10/especial-da-radio-mec-celebra-os-120-anos-do-compositor-capiba
28/10/2024,Prazo para justificar ausência no segundo turno vai até 7 de janeiro,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/prazo-para-justificar-ausencia-no-segundo-turno-vai-ate-7-de-janeiro
28/10/2024,"Mercado financeiro eleva previsão da inflação de 4,5% para 4,55%",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/mercado-financeiro-eleva-previsao-da-inflacao-de-45-para-455
28/10/2024,Uruguai vai para 2º turno e reforma da previdência deve ser rejeitada,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/uruguai-vai-para-2o-turno-e-reforma-da-previdencia-deve-ser-rejeitada
28/10/2024,Termina hoje prazo para inscrição no concurso dos Correios,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/termina-hoje-prazo-para-inscricao-no-concurso-dos-correios
28/10/2024,"Coluna Prestes, maior marcha militar do mundo, completa hoje 100 anos",NÃO,"Notícia sobre evento histórico/comemorativo, não instabilidade atual",https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/coluna-prestes-maior-marcha-militar-do-mundo-completa-hoje-100-anos
28/10/2024,Caixa paga Bolsa Família a beneficiários com NIS de final 7,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/caixa-paga-bolsa-familia-beneficiarios-com-nis-de-final-7
28/10/2024,Pé-de-Meia: pagamento a estudantes começa nesta segunda-feira,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/pe-de-meia-pagamento-estudantes-comeca-nesta-segunda-feira
28/10/2024,Cármen Lúcia promete pesquisa sobre motivos de abstenção,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/carmen-lucia-promete-pesquisa-sobre-motivos-de-abstencao
28/10/2024,Segundo turno teve registro de 102 crimes eleitorais e 42 prisões,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/segundo-turno-teve-registro-de-102-crimes-eleitorais-e-42-prisoes
28/10/2024,"TSE dará resposta rápida a notícia-crime de Boulos, diz Cármen Lúcia",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/tse-dara-resposta-rapida-noticia-crime-de-boulos-diz-carmen-lucia
29/10/2024,Mapa rebate empresas europeias e diz que país tem legislação rigorosa,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/mapa-diz-que-brasil-tem-legislacao-rigorosa-com-empresas-europeias
29/10/2024,"Quase metade dos fuzis apreendidos no Rio vem dos EUA, diz secretário",NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/quase-metade-dos-fuzis-apreendidos-no-rio-vem-dos-eua-diz-secretario
29/10/2024,Projeto paulista vence concurso para Centro Cultura Rio-África no Rio,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/projeto-paulista-vence-concurso-para-centro-cultura-rio-africa-no-rio
29/10/2024,Brasil passa a contar com plataforma que certifica energia renovável,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/brasil-passa-contar-com-plataforma-que-certifica-energia-renovavel
29/10/2024,STF marca para novembro retomada do julgamento de Robinho,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/stf-marca-para-novembro-retomada-do-julgamento-de-robinho
29/10/2024,Depoimentos de réus pelo assassinato de Marielle terminam no STF,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/stf-encerra-depoimentos-dos-reus-pelo-assassinato-de-marielle-franco
29/10/2024,Rio criará grupo de trabalho para atacar economia do crime no estado,POSSIVEL,Indicador único: conflito com governo,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/grupo-de-trabalho-visa-atacar-economia-do-crime-no-rio
29/10/2024,Jogo entre Botafogo e Peñarol é transferido para o estádio Centenário,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/jogo-entre-botafogo-e-penarol-e-transferido-para-o-estadio-centenario
29/10/2024,Caso Marielle: Ministério Público pedirá 84 anos de prisão para réus,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/caso-marielle-ministerio-publico-pedira-84-anos-de-prisao-para-reus
29/10/2024,Países do G20 defendem ações de aproximação entre escola e comunidade,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/aproximacao-entre-escola-e-comunidade-e-tema-do-gt-de-educacao-do-g20
29/10/2024,Dólar fecha no maior valor desde março de 2021 após fala de Haddad,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/dolar-fecha-no-maior-valor-desde-marco-de-2021-apos-fala-de-haddad
29/10/2024,Fotógrafo da Agência Brasil recebe Prêmio Vladimir Herzog,SIM,"Indicadores: golpe militar, ditadura militar, ditadura",https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/fot%C3%B3grafo-da-ag%C3%AAncia-brasil-recebe-premio-vladimir-herzog-
29/10/2024,Estado de São Paulo emite alerta para Sarampo e recomenda vacinação,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/saude/noticia/2024-10/estado-de-sao-paulo-emite-alerta-para-sarampo-e-recomenda-vacinacao
29/10/2024,Capes busca mais orçamento para ampliar bolsas de pós-graduação,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/capes-busca-mais-orcamento-para-ampliar-bolsas-de-pos-graduacao
29/10/2024,"Crimes ambientais na Amazônia Legal aumentam 88%, aponta PRF",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/crimes-ambientais-na-amazonia-legal-aumentam-88-aponta-prf
29/10/2024,Justiça do Rio mantém prisão do bicheiro Rogério Andrade,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/justica-do-rio-mantem-prisao-do-bicheiro-rogerio-andrade
29/10/2024,"Governo federal decretará GLO durante o G20, diz secretário estadual",SIM,Indicador em contexto político: conflito com governo,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/governo-federal-decretara-glo-durante-g20-diz-secretario-estadual
29/10/2024,Aneel: consulta discute efeitos da antecipação de valores por empresas,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/aneel-consulta-discute-efeitos-da-antecipacao-de-valores-por-empresas
29/10/2024,PF aponta falhas evidentes na segurança do DF nos atos de 8 de janeiro,SIM,"Indicadores: golpe de estado, tentativa de golpe, atos de 8 de janeiro",https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/pf-aponta-falhas-evidentes-na-seguranca-do-df-nos-atos-de-8-de-janeiro
29/10/2024,Brasil volta a condenar embargo econômico contra Cuba,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/brasil-volta-condenar-embargo-economico-contra-cuba
29/10/2024,SBPC prorroga inscrição de alunas e universitárias em prêmio,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/sbpc-prorroga-inscricoes-de-alunas-e-universitarias-em-premio
29/10/2024,"Conversa com Lula sobre corte de gastos está avançando, diz Haddad",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/conversa-com-lula-sobre-corte-de-gastos-esta-avancando-diz-haddad
29/10/2024,Seleção de basquete em cadeira de rodas estreia no Sul-Americano,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/selecao-de-basquete-em-cadeira-de-rodas-estreia-no-sul-americano
29/10/2024,Celso Amorim defende que Brasil deve insistir em diálogo com Venezuela,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/celso-amorim-defende-que-brasil-deve-insistir-em-dialogo-com-venezuela
29/10/2024,São Paulo inicia Maratona de Leilões com concessão de escolas,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/sao-paulo-inicia-maratona-de-leiloes-com-concessao-de-escolas
29/10/2024,Cinco países aderem a fundo para conservação de florestas tropicais,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/cinco-paises-aderem-fundo-para-conservacao-de-florestas-tropicais
29/10/2024,STF marca início do julgamento da ADPF das favelas do Rio,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/stf-marca-inicio-do-julgamento-da-adpf-das-favelas-do-rio
29/10/2024,Impa Tech lança edital do processo seletivo 2025,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/impa-tech-lanca-edital-do-processo-seletivo-2025
29/10/2024,Estudo do Ipea aponta injustiça tributária no Brasil,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/estudo-do-ipea-aponta-injustica-tributaria-no-brasil
29/10/2024,"Não podemos perder a confiança no sistema de transplantes, diz Nísia",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/saude/noticia/2024-10/nao-podemos-perder-confianca-no-sistema-de-transplantes-diz-nisia
29/10/2024,Semana tem reuniões internacionais de educação em Fortaleza,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/semana-tem-reunioes-internacionais-de-educacao-em-fortaleza
29/10/2024,"Preso no Rio, bicheiro Rogério Andrade deve ir para presídio federal",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/preso-no-rio-bicheiro-rogerio-andrade-deve-ir-para-presidio-federal
29/10/2024,Vini Jr acredita que luta antirracista causou derrota no Bola de Ouro,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/vini-jr-acredita-que-luta-antirracista-causou-derrota-no-bola-de-ouro
29/10/2024,Lira anuncia comissão especial para analisar PL da Anistia,SIM,"Indicadores: golpe de estado, tentativa de golpe, golpe militar",https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/lira-anuncia-comissao-especial-para-analisar-pl-da-anistia
29/10/2024,G20: Brasil quer criar coalizão para produção regional de vacinas,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/saude/noticia/2024-10/g20-brasil-quer-criar-coalizao-para-producao-regional-de-vacinas
29/10/2024,Gilmar Mendes anula condenações de Dirceu na Lava Jato,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/gilmar-mendes-anula-condenacoes-de-dirceu-na-lava-jato
29/10/2024,Bicheiro Rogério Andrade é preso no Rio sob acusação de homicídio,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/bicheiro-rogerio-andrade-e-preso-no-rio-sob-acusacao-de-homicidio
29/10/2024,Lira anuncia Hugo Motta como candidato à presidência da Câmara,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/lira-anuncia-hugo-motta-como-candidato-presidencia-da-camara
29/10/2024,Operação da polícia desarticula esquema de fraudes no Banco do Brasil,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/operacao-da-policia-desarticula-esquema-de-fraudes-no-banco-do-brasil
29/10/2024,Vaticano: comissão pede regras claras para indenizar vítimas de abuso,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/vaticano-comissao-pede-regras-claras-para-indenizar-vitimas-de-abuso
29/10/2024,Prazo para adesão ao programa Litígio Zero termina dia 31,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/prazo-para-adesao-ao-programa-litigio-zero-termina-dia-31
29/10/2024,Hotel desaba na Argentina; bombeiros buscam pessoas soterradas,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/hotel-desaba-na-argentina-bombeiros-buscam-pessoas-soterradas
29/10/2024,Avião com 221 brasileiros repatriados do Líbano pousa em Guarulhos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/aviao-com-221-brasileiros-repatriados-do-libano-chega-em-guarulhos
29/10/2024,Enem 2024: como diminuir a ansiedade às vésperas do exame,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/enem-2024-como-diminuir-ansiedade-vesperas-do-exame
29/10/2024,Naim Qassem é o novo secretário-geral do Hezbollah,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/naim-qassem-e-o-novo-secretario-geral-do-hezbollah
29/10/2024,Enap realiza Semana de Inovação com debates presenciais e online,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/enap-realiza-semana-de-inovacao-com-debates-presenciais-e-online
29/10/2024,Mega-Sena sorteia nesta terça-feira prêmio acumulado em R$ 95 milhões,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/mega-sena-sorteia-nesta-terca-feira-premio-acumulado-em-r-95-milhoes
29/10/2024,Ataque de Israel a prédio no norte de Gaza deixa pelo menos 77 mortos,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/ataque-de-israel-predio-no-norte-de-gaza-deixa-pelo-menos-77-mortos
29/10/2024,Seleção feminina volta a campo contra Colômbia em amistoso no ES,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/selecao-feminina-volta-campo-contra-colombia-em-amistoso-no-es
29/10/2024,Santos vence e fica perto do retorno para a Série A do Brasileiro,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/santos-vence-e-fica-perto-do-retorno-para-serie-do-brasileiro
29/10/2024,"Petrobras produz 2,7 milhões de barris de petróleo no 3º trimestre",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/petrobras-produz-27-milhoes-de-barris-de-petroleo-no-3o-trimestre
29/10/2024,Cinco países apoiam fundo para conservação de florestas tropicais,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/cinco-paises-apoiam-fundo-para-conservacao-de-florestas-tropicais
30/10/2024,Estudo com teste de DNA para detecção de HPV tem resultado promissor,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/saude/noticia/2024-10/estudo-com-teste-de-dna-para-deteccao-de-hpv-tem-resultado-promissor
30/10/2024,Caixa paga Bolsa Família a beneficiários com NIS de final 9,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/caixa-paga-bolsa-familia-beneficiarios-com-nis-de-final-9
30/10/2024,Botafogo busca classificação inédita para final da Libertadores,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/botafogo-busca-classificacao-inedita-para-final-da-libertadores
30/10/2024,Caso Marielle: julgamento de Lessa e Élcio começa nesta quarta,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/caso-marielle-julgamento-de-lessa-e-elcio-comeca-nesta-quarta
30/10/2024,Astronautas chineses vão conduzir experimentos no espaço,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/astronautas-chineses-vao-conduzir-experimentos-no-espaco
30/10/2024,Atlético-MG segura empate com o River e está na final da Libertadores,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/atletico-mg-segura-empate-com-o-river-e-esta-na-final-da-libertadores
30/10/2024,"Na COP16, Marina Silva defende fundo para remunerar povos tradicionais",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/na-cop16-marina-silva-defende-fundo-para-remunerar-povos-tradicionais
30/10/2024,Brasil derrota Colômbia por 3 a 1 em partida amistosa,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/brasil-derrota-colombia-por-3-1-em-partida-amistosa
30/10/2024,Ativista da Costa Rica defende inovação ligada a direitos humanos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/ativista-da-costa-rica-defende-inovacao-ligada-direitos-humanos
30/10/2024,Mega-sena acumula novamente e prêmio vai para R$ 105 milhões,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/mega-sena-acumula-novamente-e-premio-vai-para-r-105-milhoes
30/10/2024,Brasil é quarto país no ranking mundial de voos domésticos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/brasil-e-quarto-pais-no-ranking-mundial-de-voos-domesticos
30/10/2024,Entenda as novas regras de financiamento imobiliário da Caixa,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/entenda-as-novas-regras-de-financiamento-imobiliario-da-caixa
30/10/2024,"Incêndio atinge Shopping 25 de Março, em São Paulo",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/incendio-atinge-shopping-25-de-marco-em-sao-paulo
30/10/2024,Ação da PF busca prender líder de grupo que traficava drogas em SP,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/acao-da-pf-busca-prender-lider-de-grupo-que-traficava-drogas-em-sp
30/10/2024,"Espanha decreta três dias de luto, após tempestade deixar 63 mortos",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/espanha-decreta-tres-dias-de-luto-apos-tempestade-deixar-63-mortos
30/10/2024,"Juros do cartão de crédito rotativo sobem para 438,4% ao ano",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/juros-do-cartao-de-credito-rotativo-sobem-para-4384-ao-ano
30/10/2024,Candidatos se preparam para prova de redação do Enem no domingo,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/candidatos-se-preparam-para-prova-de-redacao-do-enem-no-domingo
30/10/2024,Ibama pede à Petrobras mais dados para perfurar na Foz do Amazonas,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/ibama-pede-petrobras-mais-dados-para-perfurar-na-foz-do-amazonas
30/10/2024,Israelenses dizem ter matado vice-comandante de forças do Hezbollah,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/israelenses-dizem-ter-matado-vice-comandante-de-forcas-do-hezbollah
30/10/2024,Incêndio no Shopping 25 Brás pode ter atingido cerca de 200 lojas,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/incendio-no-shopping-25-bras-pode-ter-atingido-cerca-de-200-lojas
30/10/2024,"IGP-M sobe 1,52% em outubro, diz FGV",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/igp-m-sobe-152-em-outubro-diz-fgv
30/10/2024,Cidade maia perdida é descoberta em selva do sul do México,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/cidade-maia-perdida-e-descoberta-em-selva-do-sul-do-mexico-0
30/10/2024,Família de Marielle Franco diz que espera por justiça há sete anos,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/familia-de-marielle-franco-diz-que-espera-por-justica-ha-sete-anos
30/10/2024,Vinte e duas viaturas combatem incêndio no Shopping 25 Brás,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/vinte-e-duas-viaturas-combatem-incendio-no-shopping-25-bras
30/10/2024,Movimentos sociais fazem homenagem à vereadora Marielle Franco,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-10/movimentos-sociais-fazem-homenagem-vereadora-marielle-franco
30/10/2024,Mau tempo na Espanha deixa pelo menos 63 mortos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/mau-tempo-na-espanha-deixa-pelo-menos-63-mortos
30/10/2024,Seca extrema derruba produtividade de cana e usinas antecipam colheita,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/seca-extrema-derruba-produtividade-de-cana-e-usinas-antecipam-colheita
30/10/2024,"Incêndio atinge Shopping 25 Brás, em São Paulo",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/incendio-atinge-shopping-25-bras-em-sao-paulo
30/10/2024,Rio: Museu de Arte Moderna é entregue reformado para ser sede do G20,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/rio-museu-de-arte-moderna-e-entregue-reformado-para-ser-sede-do-g20
30/10/2024,Câmara derruba taxação de previdência privada em herança,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/camara-derruba-taxacao-de-previdencia-privada-em-heranca
30/10/2024,Haddad confirma envio de PEC sobre revisão de gastos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/haddad-confirma-envio-de-pec-sobre-revisao-de-gastos
30/10/2024,EBC divulga finalistas do Festival de Música da Nacional,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/cultura/noticia/2024-10/ebc-divulga-finalistas-do-festival-de-musica-da-nacional
30/10/2024,Governo firma parceria com Porto Digital para exploração de IA,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/governo-firma-parceria-com-porto-digital-para-exploracao-de-ia
30/10/2024,STF: União e Rio têm 30 dias para conciliação sobre dívida pública,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/stf-uniao-e-rio-tem-30-dias-para-conciliacao-sobre-divida-publica
30/10/2024,"Com educação midiática, estudantes são aliados no combate a fake news",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/Com-educacao-midiatica-estudantes-sao-aliados-no-combate-a-fake-news
30/10/2024,Familiares de Marielle e Anderson relatam impactos das mortes,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/familiares-de-marielle-e-anderson-relatam-impactos-das-mortes
30/10/2024,EBC recebe dois prêmios Vladimir Herzog de Anistia e Direitos Humanos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-10/ebc-recebe-dois-premios-jornalisticos-vladimir-herzog
30/10/2024,Países do G20 defendem cuidados com uso de IA na educação,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/paises-do-g20-defendem-cuidados-com-uso-de-ia-na-educacao
30/10/2024,Arthur Elias vê evolução da seleção feminina após 3 a 1 sobre Colômbia,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/arthur-elias-ve-evolucao-da-selecao-feminina-apos-3-1-sobre-colombia
30/10/2024,"Abimaq: receita líquida do setor de máquinas cai 12,7% em setembro",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/abimaq-receita-liquida-do-setor-de-maquinas-cai-127-em-setembro
30/10/2024,Sociedade civil aposta em parcerias para recuperação florestal no país,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/sociedade-civil-aposta-em-parcerias-para-recuperacao-florestal-no-pais
30/10/2024,Brasil condena ataque de Israel que matou 93 em Gaza,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/brasil-condena-ataque-de-israel-que-matou-93-em-gaza-0
30/10/2024,Indígenas marcham em Brasília e bloqueiam vias contra marco temporal,POSSIVEL,Indicador único: invasão do congresso,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/indigenas-marcham-em-brasilia-contra-marco-temporal
30/10/2024,Ministro diz que Pé-de-Meia impulsionou as inscrições no Enem,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/ministro-diz-que-pe-de-meia-impulsionou-inscricoes-no-enem
30/10/2024,EBC prorroga inscrição para comitês de participação social e editorial,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/ebc-prorroga-inscricao-para-comites-de-participacao-social-e-editorial
30/10/2024,BNDES vai financiar projetos de saneamento e mobilidade com FGTS,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/bndes-vai-financiar-projetos-de-saneamento-e-mobilidade-com-fgts
