titulo;data;link;classificacao;motivo;trecho
Reunião Informal de Líderes do BRICS à margem do G20 – Osaka, 28 de junho de 2019;26/06/2019;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/reuniao-informal-de-lideres-do-brics-a-margem-do-g20-osaka-28-de-junho-de-2019;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;Ocorrerá em Osaka, Japão, em 28 de junho, à margem da Cúpula do G20, reunião informal de líderes do BRICS. Como este último agrupamento é presidido pelo Brasil em 2019, o encontro será conduzido pelo presidente Jair Bolsonaro. Confirmaram presença na reunião o Presidente da Rússia, Vladi
Visita do Subsecretário para Crescimento Econômico, Energia e Meio Ambiente do Departamento de Estado dos EUA, Keith Krach, ao Brasil, de 9 a 11 de novembro de 2020;10/11/2020;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/visita-do-subsecretario-para-crescimento-economico-energia-e-meio-ambiente-do-departamento-de-estado-dos-eua-keith-krach-ao-brasil-de-9-a-11-de-novembro-de-2020;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;O Brasil recebe, nos dias 9, 10 e 11 de novembro, a visita do subsecretário para Crescimento Econômico, Energia e Meio Ambiente do Departamento de Estado (DoS) dos EUA, Keith Krach. A visita constitui mais um marco no processo recente de adensamento da relação bilateral, em áreas como comércio
Segunda parte da Reunião Ministerial  do Conselho da OCDE;07/10/2021;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/segunda-parte-da-reuniao-ministerial-do-conselho-da-ocde;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;O Ministro das Relações Exteriores, Embaixador Carlos Alberto Franco França, chefiou a delegação brasileira de alto nível à Segunda Parte da Reunião Ministerial do Conselho da Organização para a Cooperação e Desenvolvimento Econômico (OCDE), realizada em Paris, nos dias 5 e 6 de outubro
LIX Cúpula de Chefes de Estado do MERCOSUL e Estados Associados e LIX Reunião Ordinária do Conselho do Mercado Comum - Comunicado de Imprensa de Argentina, Brasil e Paraguai;17/12/2021;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lix-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-e-lix-reuniao-ordinaria-do-conselho-do-mercado-comum-comunicado-de-imprensa-de-argentina-brasil-e-paraguai;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;A propósito da realização, no último dia 17 de dezembro, da 59a edição da Cúpula de Chefes de Estado do MERCOSUL e Estados Associados, precedida, no dia anterior, de reunião ordinária do Conselho do Mercado Comum, os governos de Argentina, Brasil e Paraguai reiteram seu compromisso com o ME
Discurso do Ministro das Relações Exteriores por ocasião da LXII Reunião Ordinária do Conselho do Mercado Comum (CMC) - Sessão com Estados Partes - Puerto Iguazú, 3 de julho de 2023;03/07/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-das-relacoes-exteriores-por-ocasiao-da-lxii-reuniao-ordinaria-do-conselho-do-mercado-comum-cmc-puerto-iguazu-3-de-julho-de-2023;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;Senhores Ministros, É uma grande alegria estar em Puerto Iguazú participando desta reunião do Conselho do Mercado Comum e, amanhã, da reunião de Cúpula que encerrará os trabalhos da presidência “pro tempore” argentina. Quero inicialmente agradecer ao meu colega Santiago Cafiero e a toda sua 
XIX Reunião do Conselho de Ministros da ALADI;18/08/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xix-reuniao-do-conselho-de-ministros-da-aladi;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;Realizou-se, em 18 de agosto, em Montevidéu, a Décima Nona Reunião do Conselho de Ministros de Relações Exteriores da Associação Latino-Americana de Integração (ALADI), com a participação de chanceleres e autoridades dos 13 países-membros da Associação. A delegação brasileira foi lid
Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023;20/09/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-dos-chanceleres-do-brics-a-margem-da-78a-sessao-da-assembleia-geral-das-nacoes-unidas-2013-comunicado-a-imprensa-2013-nova-york-20-de-setembro-de-2023;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;1.             The BRICS Ministers of Foreign Affairs/International Relations held their annual meeting on the margins of the 78th Session of the United Nations General Assembly (UNGA 78) on 20 September 2023, chaired by the Russian Federation in its capacity as the incoming BRICS Chair for 2024. 2.
11ª Reunião da Comissão Ministerial Trilateral do Fórum de Diálogo Índia-Brasil-África do Sul (IBAS) - Nova York, 22 de setembro de 2023;22/09/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/11a-reuniao-da-comissao-ministerial-trilateral-do-forum-de-dialogo-india-brasil-africa-do-sul-ibas-nova-york-22-de-setembro-de-2023;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;1.  The Minister of External Affairs of the Republic of India, H.E Dr. S. Jaishankar, the Minister of Foreign Affairs of the Federative Republic of Brazil, H.E Amb. Mauro Vieira, and the Minister of International Relations and Cooperation of the Republic of South Africa H.E, Dr. Grace Naledi Pandor,
Declaração Ministerial da 47ª reunião anual do G77 - Nova York, 22 de setembro de 2023;23/09/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-ministerial-no-contexto-da-47a-reuniao-annual-do-g77-nova-york-22-de-setembro-de-2023;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;1.         The Ministers for Foreign Affairs of the States members of the Group of 77 and China met on 22 September 2023, at the UN Headquarters in New York on the occasion of their forty-seventh annual meeting. The Ministers discussed the repercussions of current geo-political tensions, reviewed th
Comunicado conjunto por ocasião da conclusão da visita do Presidente do Brasil à Arábia Saudita – Riade, 30 de novembro de 2023;01/12/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-por-ocasiao-da-conclusao-da-visita-do-presidente-do-brasil-a-arabia-saudita-2013-riade-30-de-novembro-de-2023;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;(Versão original em inglês) Joint Statement Issued at the Conclusion of the Visit of the President of Brazil to Saudi Arabia Based on the distinguished relations between the Kingdom of Saudi Arabia and the Federative Republic of Brazil and their friendly peoples, and at the kind invitation of the 
Segunda reunião de ministros das Relações Exteriores do G20 – Chamado à Ação sobre a Reforma da Governança Global - Nova York, 25 de setembro;25/09/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/segunda-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-chamado-a-acao-sobre-a-reforma-da-governanca-global-nova-york-25-de-setembro;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;Foi realizada em 25 de setembro, em Nova York, a segunda reunião de ministros das Relações Exteriores da presidência brasileira do G20, grupo formado pelas maiores economias do mundo, além da União Africana e da União Europeia. O encontro, que contou com a participação do Presidente Luiz In
Participação do Presidente Luiz Inácio Lula da Silva na Reunião de Alto Nível sobre Democracia, em Santiago;19/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-presidente-luiz-inacio-lula-da-silva-na-reuniao-de-alto-nivel-sobre-democracia-em-santiago;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;O Presidente Luiz Inácio Lula da Silva participará, em 21 de julho de 2025, em Santiago, de reunião de alto nível sobre defesa da democracia, organizada pelo Presidente da República do Chile, Gabriel Boric. Estão igualmente confirmadas as presenças dos líderes de Colômbia, Espanha e Uruguai
