"Titulo";"Data";"Link";"Nota_Escala_Original";"Nota_Escala_Sugerida";"Classificacao";"Motivo";"Justificativa_Validacao";"Classificado_Heuristico"
"Declaração de Líderes do G20 de Nova Delhi - Nova Delhi, Índia - 9 e 10 de setembro de 2023";"09/09/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-lideres-do-g20-de-nova-delhi-nova-delhi-india-9-e-10-de-setembro-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Havana sobre “os desafios atuais para o desenvolvimento: o papel da ciência, da tecnologia e da inovação” (em inglês)";"16/09/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-havana-sobre-201cos-desafios-atuais-para-o-desenvolvimento-o-papel-da-ciencia-da-tecnologia-e-da-inovacao201d-em-ingles";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023";"20/09/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-dos-chanceleres-do-brics-a-margem-da-78a-sessao-da-assembleia-geral-das-nacoes-unidas-2013-comunicado-a-imprensa-2013-nova-york-20-de-setembro-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"11ª Reunião da Comissão Ministerial Trilateral do Fórum de Diálogo Índia-Brasil-África do Sul (IBAS) - Nova York, 22 de setembro de 2023";"22/09/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/11a-reuniao-da-comissao-ministerial-trilateral-do-forum-de-dialogo-india-brasil-africa-do-sul-ibas-nova-york-22-de-setembro-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Ministerial da 47ª reunião anual do G77 - Nova York, 22 de setembro de 2023";"23/09/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-ministerial-no-contexto-da-47a-reuniao-annual-do-g77-nova-york-22-de-setembro-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado conjunto por ocasião da conclusão da visita do Presidente do Brasil à Arábia Saudita – Riade, 30 de novembro de 2023";"01/12/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-por-ocasiao-da-conclusao-da-visita-do-presidente-do-brasil-a-arabia-saudita-2013-riade-30-de-novembro-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto dos Presidentes dos Estados Partes do Mercosul e Bolívia";"07/12/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul-e-bolivia";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Especial dos Presidentes do MERCOSUL sobre Democracia e Integridade da Informação em Ambientes Digitais";"08/12/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-especial-dos-presidentes-do-mercosul-sobre-democracia-e-integridade-da-informacao-em-ambientes-digitais";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Adoção do Documento “Áreas de Cooperação Prática” no âmbito da Parceria de Diálogo Setorial Brasil-Asean";"15/12/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adocao-do-documento-201careas-de-cooperacao-pratica201d-no-ambito-da-parceria-de-dialogo-setorial-brasil-asean";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Discurso do Ministro Mauro Vieira por ocasião da reunião de ministros de Relações Exteriores do G20 – Rio de Janeiro, 21 de fevereiro de 2024";"21/02/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-mauro-vieira-por-ocasiao-da-reuniao-de-ministros-de-relacoes-exteriores-do-g20-2013-rio-de-janeiro-21-de-fevereiro-de-2024";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta e Declaração de Seguimento da Parceria Estratégica Renovada Brasil - Espanha";"06/03/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-e-declaracao-de-seguimento-da-parceria-estrategica-renovada-brasil-espanha";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Atos adotados por ocasião da visita ao Brasil do Presidente da França, Emmanuel Macron - 28 de março de 2024";"28/03/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-do-presidente-da-franca-emmanuel-macron-ao-brasil";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta dos Presidentes de Brasil e Colômbia";"17/04/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-de-brasil-e-colombia";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"Atos adotados por ocasião da visita do presidente Luiz Inácio Lula da Silva à Colômbia — Bogotá, 17 de abril de 2024";"18/04/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-colombia-2014-bogota-17-de-abril-de-2024";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Atos adotados por ocasião da visita da Ministra de Relações Internacionais e Cooperação da África do Sul, Naledi Pandor";"23/04/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-da-chanceler-da-africa-do-sul-brasilia-23-de-abril-de-2024";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto sobre o Fortalecimento da  Parceria Estratégica e Global Brasil -Japão";"03/05/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-sobre-o-fortalecimento-da-parceria-estrategica-e-global-brasil-japao";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta dos Presidentes do Estado Plurinacional da Bolívia e da República Federativa do Brasil - Santa Cruz, 9 de julho de 2024";"09/07/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-do-estado-plurinacional-da-bolivia-e-da-republica-federativa-do-brasil-santa-cruz-9-de-julho-de-2024";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Comunicado Conjunto da XXIX Reunião Ordinária do Conselho de Ministros da Comunidade dos Países de Língua Portuguesa - São Tomé, 19 de julho de 2024";"19/07/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-xxix-reuniao-ordinaria-do-conselho-de-ministros-da-comunidade-dos-paises-de-lingua-portuguesa-sao-tome-19-de-julho-de-2024";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta dos Presidentes da República Federativa do Brasil, Luiz Inácio Lula da Silva, e da República do Chile, Gabriel Boric Font";"05/08/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-da-republica-federativa-do-brasil-luiz-inacio-lula-da-silva-e-da-republica-do-chile-gabriel-boric-font";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Participação do Brasil na Cúpula do Futuro";"22/09/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-brasil-na-cupula-do-futuro";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Segunda reunião de ministros das Relações Exteriores do G20 – Chamado à Ação sobre a Reforma da Governança Global - Nova York, 25 de setembro";"25/09/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/segunda-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-chamado-a-acao-sobre-a-reforma-da-governanca-global-nova-york-25-de-setembro";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Reunião de ministros das Relações Exteriores do IBAS à margem da 79ª AGNU – Nova York, 26 de setembro de 2024 – comunicado à imprensa";"26/09/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-ministros-das-relacoes-exteriores-do-ibas-a-margem-da-79a-agnu-2013-nova-york-26-de-setembro-de-2024-2013-comunicado-a-imprensa";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final";"23/10/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xvi-cupula-do-brics-2013-kazan-russia-22-a-24-de-outubro-de-2024-declaracao-final";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração sobre Infraestrutura Pública Digital, IA e Dados para Governança – Comunicado conjunto de Brasil, África do Sul e Índia";"19/11/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-sobre-infraestrutura-publica-digital-ia-e-dados-para-governanca-2013-comunicado-conjunto-de-brasil-africa-do-sul-e-india";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Reunião de líderes do IBAS – Comunicado de Imprensa – Rio de Janeiro, 19 de novembro de 2024";"19/11/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-lideres-do-ibas-2013-comunicado-de-imprensa-2013-rio-de-janeiro-19-de-novembro-de-2024";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"Atos adotados por ocasião da visita de estado ao Brasil do Presidente da China, Xi Jinping – 20 de novembro de 2024";"20/11/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-de-estado-ao-brasil-do-presidente-da-china-xi-jinping-2013-20-de-novembro-de-2024-1";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado conjunto Brasil - Emirados Árabes Unidos por ocasião da reunião de líderes do G20";"27/11/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-brasil-emirados-arabes-unidos-por-ocasiao-da-reuniao-de-lideres-do-g20";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto dos Presidentes dos Estados Partes do Mercosul";"06/12/2024";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Diálogo Digital Brasil – União Europeia – Comunicado Conjunto – Bruxelas, 12 de fevereiro";"12/02/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/dialogo-digital-brasil-2013-uniao-europeia-2013-comunicado-conjunto-2013-bruxelas-12-de-fevereiro";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"I Comissão Permanente Bilateral Brasil-Espanha – Ata Final – Madri, 17 de fevereiro";"17/02/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/i-comissao-permanente-bilateral-brasil-espanha-2013-ata-final-2013-madri-17-de-fevereiro";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Discurso do Ministro Mauro Vieira por ocasião da segunda sessão da reunião de Ministros das Relações Exteriores do G20 – Joanesburgo, 21/02/25";"21/02/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-mauro-vieira-por-ocasiao-da-segunda-sessao-da-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-joanesburgo-21-02-25";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Discurso proferido pelo Ministro Mauro Vieira por ocasião da 1ª reunião de Sherpas do BRICS – Brasília, 25 de fevereiro";"25/02/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-proferido-pelo-ministro-mauro-vieira-por-ocasiao-da-1a-reuniao-de-sherpas-do-brics-2013-brasilia-25-de-fevereiro";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Assinatura de acordo de cooperação entre a Polícia Federal e a EUROPOL – Nota Conjunta MRE/MJSP";"05/03/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinatura-de-acordo-de-cooperacao-entre-a-policia-federal-e-a-europol-2013-nota-conjunta-mre-mjsp";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"Seminário sobre economia de dados e desenvolvimento nacional – Nota Conjunta MRE/MDIC";"18/03/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/seminario-sobre-economia-de-dados-e-desenvolvimento-nacional-2013-nota-conjunta-mre-mdic";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta por ocasião da Visita de Estado do Presidente do Chile, Gabriel Boric, ao Brasil";"24/04/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-presidente-do-chile-gabriel-boric-ao-brasil";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS";"29/04/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-da-presidencia-da-reuniao-de-ministros-das-relacoes-exteriores-relacoes-internacionais-dos-paises-membros-do-brics";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta por ocasião da visita de Estado do Presidente Luiz Inácio Lula da Silva a Pequim – 12 e 13 de maio de 2025";"13/05/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-presidente-luiz-inacio-lula-da-silva-a-pequim-12-e-13-de-maio-de-2025";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Participação do Ministro Mauro Vieira em reuniões ministeriais da OCDE e da OMC em Paris";"02/06/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-ministro-mauro-vieira-em-reunioes-ministeriais-da-ocde-e-da-omc-em-paris";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto da Cúpula Brasil–Caribe";"13/06/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-cupula-brasil2013caribe";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração dos Líderes do BRICS sobre Governança Global da Inteligência Artificial";"06/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-brics-sobre-governanca-global-da-inteligencia-artificial";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025";"06/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-lideres-do-brics-2014-rio-de-janeiro-06-de-julho-de-2025";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Parceria do BRICS para a Eliminação de Doenças Socialmente Determinadas";"07/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/parceria-do-brics-para-a-eliminacao-de-doencas-socialmente-determinadas";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração conjunta por ocasião da visita de Estado do Primeiro-Ministro da Índia ao Brasil";"08/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-primeiro-ministro-da-india-ao-brasil";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto entre a República Federativa do Brasil e a República da Indonésia  sobre o Fortalecimento da Parceria Estratégica Brasil–Indonésia";"09/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-entre-a-republica-federativa-do-brasil-e-a-republica-da-indonesia-sobre-o-fortalecimento-da-parceria-estrategica-brasil2013indonesia";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Participação do Presidente Luiz Inácio Lula da Silva na Reunião de Alto Nível sobre Democracia, em Santiago";"19/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-presidente-luiz-inacio-lula-da-silva-na-reuniao-de-alto-nivel-sobre-democracia-em-santiago";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Reunião de Alto Nível ""Democracia Sempre"" - Declaração Conjunta - Santiago, 21 de julho de 2025";"21/07/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-alto-nivel-democracia-sempre-declaracao-conjunta-santiago-21-07-2025";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"Declaração Conjunta dos Presidentes da República Federativa do Brasil e da República do Equador";"20/08/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-da-republica-federativa-do-brasil-e-da-republica-do-equador";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Bogotá — V Reunião de Presidentes dos Estados Partes do Tratado de Cooperação Amazônica";"23/08/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-bogota";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Eleição do novo diretor-geral da UNESCO, Khaled El-Enany";"06/10/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/eleicao-do-novo-diretor-geral-da-unesco-khaled-el-enany";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Seleção de projeto brasileiro ao Prêmio UNESCO para o Uso de Tecnologias da Informação e da Comunicação na Educação";"09/10/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/selecao-de-projeto-brasileiro-ao-premio-unesco-para-o-uso-de-tecnologias-da-informacao-e-da-comunicacao-na-educacao";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Seleção de brasileiro ao Prêmio da UNESCO para Pesquisa Científica sobre Ética na Inteligência Artificial";"06/11/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/selecao-de-brasileiro-ao-premio-da-unesco-para-pesquisa-cientifica-sobre-etica-na-inteligencia-artificial";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"XIII Diálogo de Alto Nível sobre Direitos Humanos entre o Brasil e a União Europeia - Declaração Conjunta";"07/11/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xiii-dialogo-de-alto-nivel-sobre-direitos-humanos-entre-o-brasil-e-a-ue-declaracao-conjunta";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"Marco da Parceria Estratégica entre o Japão e o MERCOSUL";"20/12/2025";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/marco-da-parceria-estrategica-entre-o-japao-e-o-mercosul";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
