"Titulo","Data","Link","Justificativa","Passagens_Relevantes","Origem"
"Adesão brasileira ao projeto do cabo de fibras óticas “Humboldt” — Nota Conjunta do Ministério das Relações Exteriores e do Ministério das Comunicações","13/05/2021","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-brasileira-ao-projeto-do-cabo-de-fibras-oticas-201chumboldt201d-nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-das-comunicacoes","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A adesão brasileira ao projeto do cabo “Humboldt” vem somar-se a outras importantes iniciativas do governo brasileiro, como o leilão de frequências de 5G, que dinamizará o mercado nacional de telecomunicações, ao viabilizar aplicações industriais dessa tecnologia ultrarrápida, ultraestável e de latência (tem...","Filtragem"
"XIII Cúpula do BRICS – Declaração de Nova Delhi","09/09/2021","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xiii-cupula-brics-declaracao-de-nova-delhi","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","27. Reafirmamos nosso compromisso com a promoção de um ambiente de TIC aberto, seguro, estável, acessível e pacífico. Reiteramos a necessidade de uma abordagem abrangente e equilibrada para o desenvolvimento e a segurança das TICs, inclusive o avanço técnico, o desenvolvimento de negócios, a salvaguarda da seg... | 11. Parabenizamos a Índia por convocar a Cúpula de Saúde Digital do BRICS e acolhemos seus resultados, incluindo o fortalecimento da cooperação na aplicação em nível nacional de sistemas digitais de saúde para uma estrutura holística multifacetada singular com interface de usuário simples em todas as platafo... | 53. Reconhecemos a importância de fortalecer a infraestrutura e o compartilhamento de informação para melhor identificar oportunidades de investimento, alavancar investimentos do setor privado e atender às necessidades de investimento em infraestrutura dos países do BRICS. Nesse sentido, acolhemos o ‘Relatório Te...","Filtragem"
"Declaração dos Líderes do G20 Roma","02/11/2021","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-g20-roma","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, cibersegurança, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","8. Reafirmamos a importância de garantir a continuidade dos serviços de saúde além do COVID-19 e de fortalecer os sistemas nacionais de saúde e os serviços de atenção primária à saúde, à luz das repercussões da pandemia na saúde mental e bem-estar, devido ao isolamento, desemprego , insegurança alimentar... | 51. Reconhecendo a importância do uso eficiente de ferramentas digitais nas administrações públicas, continuaremos a promover estruturas regulatórias ágeis e forneceremos serviços públicos digitais centrados no ser humano, proativos, fáceis de usar e acessíveis a todos. Saudamos a nova ênfase em soluções d... | 46. ​​ Economia digital, ensino superior e pesquisa . Reconhecemos o papel da tecnologia e da inovação como facilitadores-chave para a recuperação global e o desenvolvimento sustentável. Reconhecemos a importância das políticas para criar uma economia digital capacitadora, inclusiva, aberta, justa e não discrim...","Filtragem"
"Aprovação pelo Senado Federal da  Convenção de Budapeste sobre o Crime Cibernético","17/12/2021","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aprovacao-pelo-senado-federal-da-convencao-de-budapeste-sobre-o-crime-cibernetico","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet, proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A Convenção de Budapeste, até o momento, foi ratificada por 66 países. Com a adesão do Brasil, a Convenção soma-se ao importante marco normativo já adotado pelo País em matéria de governança e de proteção de direitos em meio digital, de que são exemplos o Marco Civil da Internet e a Lei Geral de Proteçã...","Filtragem"
"Comunicado Conjunto Dos Presidentes Dos Estados Partes Do Mercosul E Estados Associados","17/12/2021","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul-e-estados-associados-1","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","28. Reiteraram sua inconformidade com a decisão do Conselho Diretor da Corporação da Internet para a Atribuição de Nomes e Números (ICANN), de 2019, que viabiliza a delegação do domínio de nível superior “amazon” à empresa Amazon Inc., em que pese a oposição dos países membros da Organização do Tratado ... | 28. Reiteraron su inconformidad con la decisión de la Junta Directiva de la Corporación de Internet para la Asignación de Nombres y Números (ICANN), de 2019, que viabiliza la delegación del dominio de primer nivel “amazon” a la empresa Amazon Inc., pese a la oposición de los países miembros de la Organización d...","Filtragem"
"Declaração Conjunta do BRICS sobre o tema: “Fortalecer a Solidariedade e a Cooperação do BRICS; Responder às novas Características e Desafios da Situação Internacional”","19/05/2022","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-brics-sobre-o-tema-201cfortalecer-a-solidariedade-e-a-cooperacao-do-brics-responder-as-novas-caracteristicas-e-desafios-da-situacao-internacional201d","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","18. The Ministers supported information exchanges and technical cooperation on AI technology . They recalled the declaration of the 7th BRICS Communications Ministers meeting recognizing the rapid developments and huge potential of Artificial Intelligence technologies and its value to economic growth. Th e y acknowledg... | 18. Os Ministros apoiaram o intercâmbio de informações e a cooperação técnica em tecnologia de Inteligência Artificial (IA). Recordaram a declaração da VII Reunião de Ministros das Comun icações do BRICS reconhecendo o rápido desenvolvimento e o enorme potencial das tecnologias de Inteligência Artificial ...","Filtragem"
"Declaração de Pequim da XIV Cúpula do BRICS","24/06/2022","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-pequim-da-xiv-cupula-do-brics","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","57. We take note that the breakthroughs in the applications of digital technologies, such as Big Data and Artificial Intelligence (AI) may play an important role towards sustainable development. We take note of the BRICS Forum on Big Data for Sustainable Development. We support information exchanges and technical coope... | 57. Tomamos nota de que os avanços nas aplicações de tecnologias digitais, como Big Data e Inteligência Artificial (IA) podem desempenhar um papel importante para o desenvolvimento sustentável. Tomamos nota do Fórum BRICS sobre Big Data para o Desenvolvimento Sustentável. Apoiamos o intercâmbio de informações...","Filtragem"
"Declaração Conjunta sobre Cooperação em Cadeias de Suprimentos Globais","21/07/2022","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-sobre-cooperacao-em-cadeias-de-suprimentos-globais","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Tencionamos promover o envolvimento das pequenas e médias empresas nas cadeias de suprimento prioritárias. Nosso objetivo é promover a adoção de tecnologias digitais por micro, pequenas e médias empresas. Para promover os princípios de equidade e inclusão, visamos e aspiramos a garantir que os investimentos sej...","Filtragem"
"Lista e íntegra dos atos assinados no Grande Palácio do Povo, por ocasião da visita do Presidente Luiz Inácio Lula da Silva à República Popular da China","14/04/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-no-grande-palacio-do-povo-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-republica-popular-da-china","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","4. Tecnologias-chave, algoritmos, padrões e cenários de aplicação em inteligência artificial (IA); | 6. Algoritmos, segurança cibernética e cenários de aplicação envolvendo Tecnologias Quânticas. | 4. Tecnologias-chave, algoritmos, padrões e aplicação de cenários em inteligência artificial;","Filtragem"
"Consenso de Brasília – 30 de maio de 2023","30/05/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/consenso-de-brasilia-2013-30-de-maio-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","8. Agreed to promptly promote South American cooperation initiatives open to the participation of all interested parties, with a social and gender approach, in areas that concern the immediate needs of citizens, in particular the most vulnerable, including indigenous peoples, such as health, food security, food systems...","Filtragem"
"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023","02/06/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-cabo-da-boa-esperanca-2013-ministros-das-relacoes-exteriores-e-relacoes-internacionais-do-brics-2013-cidade-do-cabo-africa-do-sul-1o-de-junho-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","26. In line with paragraph 57 of the Beijing Declaration, the Ministers emphasised the responsible and ethical development and use of Artificial Intelligence (AI) for socio-economic development and inclusive growth of all societies. They supported communication and cooperation on AI technology to promote mutual benefit...","Filtragem"
"Declaração Conjunta sobre a Aliança Digital América Latina e Caribe - União Europeia","17/07/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-sobre-a-alianca-digital-america-latina-e-caribe-uniao-europeia-traducao-nao-oficial","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet, governança da inteligência artificial, proteção de dados e privacidade, cibersegurança, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","The EU-LAC Digital Alliance promotes cooperation on a wide range of digital issues, including digital policy dialogue, internet governance, data governance, infrastructure, connectivity, security, data protection, artificial intelligence and other new emerging digital technologies, skills development, technology, entre... | A periodic dialogue to exchange information and best practices on digital policy, with a view to reinforcing and converging digital policy and regulatory frameworks on issues of common interest between the EU and LAC countries, will include data protection and data flows with trust, cybersecurity, interoperability, art... | A Aliança Digital ALC-UE baseia-se em uma visão comum da economia e sociedade digitais, centrada no ser humano, em que o projeto, o desenvolvimento, a governança e o uso da tecnologia são orientados pelos direitos humanos universais e pelas liberdades fundamentais. Essa visão inclui o estado de direito e os princi...","Filtragem"
"Declaração da Cúpula CELAC-UE 2023","18/07/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-da-cupula-celac-ue-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","29. We stress the importance of cooperating to promote a responsible human-centric, values-based and inclusive model of digital transformation that protects privacy as a fundamental right, increases digital connectivity and cybersecurity, aims at closing digital gaps, fosters the trustworthy development and use of Arti...","Filtragem"
"Declaração Presidencial por ocasião da Cúpula da Amazônia – IV Reunião de Presidentes dos Estados Partes no Tratado de Cooperação Amazônica","08/08/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-presidencial-por-ocasiao-da-cupula-da-amazonia-2013-iv-reuniao-de-presidentes-dos-estados-partes-no-tratado-de-cooperacao-amazonica","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","69.     Profundizar la cooperación, con el fin de promover la inclusión tecnológica, el cierre de brechas digitales y la formación, el desarrollo sostenible y el apoyo a la vigilancia del medio ambiente, incluso en materia de reglamentación para el mapeo conjunto de las infraestructuras y la demanda de conectivida...","Filtragem"
"Atos assinados por ocasião da visita de Estado do senhor Presidente da República, Luiz Inácio Lula da Silva, a Angola","25/08/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-de-estado-do-senhor-presidente-da-republica-luiz-inacio-lula-da-silva-a-angola","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","1.   eventual tratamento de dados em razão do presente Memorando de Entendimento deverá ser realizado conforme os parâmetros previstos na legislação angolana e brasileira, incluindo o previsto na Lei n° 13.709/2018 – Lei Geral de Proteção de Dados (LGPD) –, dentro de propósitos legítimos, específicos, explíc... | 5.   o controlador que necessitar comunicar ou compartilhar dados pessoais com outros controladores deverá obter consentimento específico do titular para esse fim, ressalvadas as hipóteses de dispensa do consentimento previstas na LGPD; | 6.   as PARTES devem manter a confidencialidade dos dados pessoais obtidos em razão do presente Memorando de Entendimento, devendo adotar as medidas técnicas e administrativas adequadas e necessárias à proteção dos dados, nos termos da legislação angolana e do artigo 46 da LGPD, bem como as políticas e salvagu...","Filtragem"
"Adesão do Brasil à Parceria Internacional para a Informação e a Democracia","31/08/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-do-brasil-a-parceria-internacional-para-a-informacao-e-a-democracia","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Brasil integra grupos de países que lideram, em diferentes foros multilaterais, e em particular no âmbito das Nações Unidas, iniciativas dedicadas ao direito à privacidade, à liberdade de expressão, à proteção de jornalistas, ao acesso à informação e aos impactos de novas tecnologias digitais e da Intern...","Filtragem"
"Declaração de Líderes do G20 de Nova Delhi - Nova Delhi, Índia - 9 e 10 de setembro de 2023","09/09/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-lideres-do-g20-de-nova-delhi-nova-delhi-india-9-e-10-de-setembro-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","iii. Will leverage digital technologies for the protection and promotion of culture and cultural heritage and adopt digital frameworks for the development of cultural and creative sectors and industries. Harnessing Artificial Intelligence (AI) Responsibly for Good and for All 54. The rapid progress of AI promises prosp... | 75. We thank international organizations for their participation and support. We thank the Engagement Groups of B20, S20, SAI20, Startup20, T20, U20, W20, Y20, C20, P20 and L20 and the Initiatives, namely, EMPOWER, Research Initiative, Space Economy Leaders Meeting (SELM), Chief Science Advisers’ Roundtable (CSAR) and ...","Filtragem"
"Declaração de Havana sobre “os desafios atuais para o desenvolvimento: o papel da ciência, da tecnologia e da inovação” (em inglês)","16/09/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-havana-sobre-201cos-desafios-atuais-para-o-desenvolvimento-o-papel-da-ciencia-da-tecnologia-e-da-inovacao201d-em-ingles","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","31. We recognize that information and communication technologies are a key catalyst and enablers for sustainable development. We reaffirm the vision of building an inclusive, people-centered and development-oriented information society. We call upon the international community and relevant bodies of the United Nations ... | 14. We also call for a close correspondence of the World Summit on the Information Society process with the Addis Ababa Action Agenda and other outcomes of relevant intergovernmental processes, including the Global Digital Compact and the Summit of the Future. We agree to work towards a strong and concerted position of... | 39. We recognize that an international technology framework including the Global Digital Compact, aligned with the Sustainable Development Goals, should be considered, which should offer preferential access for developing countries to relevant advanced technologies, develop their productive capacities and end discrimin...","Filtragem"
"Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023","20/09/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-dos-chanceleres-do-brics-a-margem-da-78a-sessao-da-assembleia-geral-das-nacoes-unidas-2013-comunicado-a-imprensa-2013-nova-york-20-de-setembro-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","24.         The Ministers emphasised the responsible and ethical development and use of Artificial Intelligence (AI) for socio-economic development and inclusive growth of all societies. They supported communication and cooperation on AI technology to promote mutual benefits, called for strengthening AI international g...","Filtragem"
"11ª Reunião da Comissão Ministerial Trilateral do Fórum de Diálogo Índia-Brasil-África do Sul (IBAS) - Nova York, 22 de setembro de 2023","22/09/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/11a-reuniao-da-comissao-ministerial-trilateral-do-forum-de-dialogo-india-brasil-africa-do-sul-ibas-nova-york-22-de-setembro-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","26. The Ministers reaffirmed their commitment to ensuring an open, secure, trusted, stable, accessible and peaceful cyberspace. The Ministers highlighted that the United Nations General Assebly is the appropriate forum for a global dialogue on international security related to the ICTs, where broad, common understandin...","Filtragem"
"Declaração Ministerial da 47ª reunião anual do G77 - Nova York, 22 de setembro de 2023","23/09/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-ministerial-no-contexto-da-47a-reuniao-annual-do-g77-nova-york-22-de-setembro-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","51.       The Ministers reaffirmed that, the important issues pertaining to digital cooperation remain, inter alia: inclusive digital economy, including the creation of capacities for MSMEs, digital capacity building, access to digital networks and digital era connectivity, technology transfer, investment in digital in... | 69.       The Ministers also underlined the need to strengthen South-South and triangular cooperation on access to science, technology and innovation by creating synergies, developing joint research and venture programs in areas like food security and nutrition, pandemic prevention and vaccines and artificial intellige... | 52.       The Ministers looked forward to the development of a global digital compact through an open, transparent and inclusive intergovernmental process. The Ministers reiterated the need for a close correspondence of the world summit on information society, including its general review process World Summit on the In...","Filtragem"
"Comunicado conjunto por ocasião da conclusão da visita do Presidente do Brasil à Arábia Saudita – Riade, 30 de novembro de 2023","01/12/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-por-ocasiao-da-conclusao-da-visita-do-presidente-do-brasil-a-arabia-saudita-2013-riade-30-de-novembro-de-2023","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","​During the visit, the two sides agreed on the importance of strengthening cooperation in the following areas: (1) Chemical and polymer industry. (2) Aviation. (3) Food processing and distribution, and exchanging experiences in the areas of food supply chains and fresh foodstuffs. (4) Communications, technology, digita...","Filtragem"
"Declaração Especial dos Presidentes do MERCOSUL sobre Democracia e Integridade da Informação em Ambientes Digitais","08/12/2023","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-especial-dos-presidentes-do-mercosul-sobre-democracia-e-integridade-da-informacao-em-ambientes-digitais","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","DESTACARON los desafíos generados por la acelerada transformación tecnológica y los recientes desarrollos en el área de la inteligencia artificial y, particularmente, la amenaza que la desinformación, los discursos de odio y la apología de la violencia, diseminados en larga escala y alta velocidad por el fenómen... | COINCIDIRAM na urgência de promover ações conjuntas, a partir de uma perspectiva de direitos humanos, para a construção da confiança cidadã, a proteção de dados pessoais e a promoção da integridade, exatidão, consistência e confiabilidade das informações circulantes em ambientes digitais, bem como sobre ... | DECIDIRAM incentivar políticas transparentes, responsáveis e respeitosas dos direitos humanos por parte das empresas de tecnologia, especialmente com relação à moderação de conteúdo, algoritmos de recomendação e ao tratamento dos dados pessoais, procurando minimizar a proliferação de conteúdos falsos ou il...","Filtragem"
"Discurso do Ministro Mauro Vieira por ocasião da reunião de ministros de Relações Exteriores do G20 – Rio de Janeiro, 21 de fevereiro de 2024","21/02/2024","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-mauro-vieira-por-ocasiao-da-reuniao-de-ministros-de-relacoes-exteriores-do-g20-2013-rio-de-janeiro-21-de-fevereiro-de-2024","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Prezados colegas, Sem paz e cooperação, será extremamente difícil alcançarmos a prometida mobilização em larga escala dos recursos necessários para enfrentar as ameaças existenciais que enfrentamos, em particular o combate à pobreza e à desigualdade e a proteção do meio ambiente. Não é minimamente razoá...","Filtragem"
"Declaração Conjunta dos Presidentes de Brasil e Colômbia","17/04/2024","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-de-brasil-e-colombia","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","El Presidente de la República de Colombia, S.E. Gustavo Petro Urrego, recibió al Presidente de la República Federativa de Brasil, S.E. Luiz Inácio Lula da Silva, con ocasión de su Visita Oficial a Bogotá, en el marco de la cual participarán en la inauguración de la 36° edición de la Feria Internacional del Lib... | 22. Os Presidentes reafirmaram o compromisso mútuo de promover a cooperação científica e tecnológica, reconhecendo o papel fundamental da C,T&I no desenvolvimento econômico e social. Por meio da cooperação entre parques tecnológicos e institutos de pesquisa dos dois países, do intercâmbio de pesquisadores e ...","Filtragem"
"Atos adotados por ocasião da visita do presidente Luiz Inácio Lula da Silva à Colômbia — Bogotá, 17 de abril de 2024","18/04/2024","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-colombia-2014-bogota-17-de-abril-de-2024","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","3. Desarrollo e implementación de nuevas tecnologías, incluidas tecnologías de comunicaciones inalámbricas, Internet de las cosas, inteligencia artificial y ciberseguridad;","Filtragem"
"Atos adotados por ocasião da visita da Ministra de Relações Internacionais e Cooperação da África do Sul, Naledi Pandor","23/04/2024","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-da-chanceler-da-africa-do-sul-brasilia-23-de-abril-de-2024","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Both parties also noted the progress in the cooperation in ocean research, stressing that the Brazil-South Africa Workshop on Advanced Digital Technologies for Ocean Science, held virtually in November 2023, demonstrated the potential for further cooperation in areas such as the establishment of data centres in the sou... | Ambas as partes também destacaram o progresso na cooperação em pesquisa oceânica, salientando que o workshop Brasil-África do Sul sobre Tecnologias Digitais Avançadas para a Ciência Oceânica, realizado virtualmente em novembro de 2023, demonstrou o potencial para maior cooperação em áreas como o estabelecime...","Filtragem"
"Comunicado Conjunto sobre o Fortalecimento da  Parceria Estratégica e Global Brasil -Japão","03/05/2024","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-sobre-o-fortalecimento-da-parceria-estrategica-e-global-brasil-japao","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet, governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","74. The two leaders reaffirmed the need for a human-centered, inclusive, development-oriented, responsible and ethical approach to the use and development of digital technologies, including Artificial Intelligence, with the main goal of bridging the digital divide, achieving digital inclusion and improving people's liv... | 64. The two leaders recognized the positive results of the long-standing cooperation between Brazil and Japan in science, technology and innovation, highlighting the technological advances of both countries. They emphasized the need to enhance cooperation in research, training, technology transfer and development in or... | 67. Os dois líderes afirmaram a importância da diversidade de oferta de telecomunicações e o avanço do estabelecimento de redes de telecomunicações seguras, abertas e transparentes, e afirmaram que ambos os países trabalharão para esse propósito em áreas tais como o estabelecimento de redes 5G seguras e de t...","Filtragem"
"Comunicado Conjunto da XXIX Reunião Ordinária do Conselho de Ministros da Comunidade dos Países de Língua Portuguesa - São Tomé, 19 de julho de 2024","19/07/2024","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-xxix-reuniao-ordinaria-do-conselho-de-ministros-da-comunidade-dos-paises-de-lingua-portuguesa-sao-tome-19-de-julho-de-2024","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Expressaram a sua intenção de trabalhar juntos para alcançar resultados significativos no Pacto para o Futuro, a ser adotado na Cúpula para o Futuro, em setembro de 2024, e saudaram a iniciativa do Brasil de lançar, na presidência do G20, um Chamado à Ação pela reforma da governança global.","Filtragem"
